,path,text
60,./fashion_captioning/images/37778.jpg,ella print tie front blouse 
61,./fashion_captioning/images/73795.jpg,colorblock stripe merino wool sweater 
62,./fashion_captioning/images/124120.jpg,outlier 2 57mm chromapop polarized square sunglass 
63,./fashion_captioning/images/47467.jpg,seize the day jacket 
64,./fashion_captioning/images/28801.jpg,thermal button up top 
65,./fashion_captioning/images/103935.jpg,silk front crewneck cardigan 
66,./fashion_captioning/images/52898.jpg,stripe tunic 
67,./fashion_captioning/images/132734.jpg,slingback patent pump 
68,./fashion_captioning/images/111673.jpg,floral medallion silk blend tie 
69,./fashion_captioning/images/115586.jpg,extra extra small ville logo croc embossed leather crossbody satchel 
70,./fashion_captioning/images/16497.jpg,duma asymmetrical dress 
71,./fashion_captioning/images/105675.jpg,wave high neck long sleeve minidress 
72,./fashion_captioning/images/128418.jpg,ashton sandal 
73,./fashion_captioning/images/106684.jpg,zadie layered look sweater 
74,./fashion_captioning/images/112102.jpg,reversible leather belt 
75,./fashion_captioning/images/38893.jpg,jacquard sleeveless crewneck sweater 
76,./fashion_captioning/images/55688.jpg,delana wilde floral wrap dress 
77,./fashion_captioning/images/29904.jpg,sportswear essential full zip fleece hood 
78,./fashion_captioning/images/7960.jpg,sequin party sheath 
79,./fashion_captioning/images/82282.jpg,mixed medium pullover hood 
80,./fashion_captioning/images/62251.jpg,burnout v neck t tee 
81,./fashion_captioning/images/33180.jpg,femme graphic tee 
82,./fashion_captioning/images/128254.jpg,camelia flat 
83,./fashion_captioning/images/67132.jpg,braybrook plaid brushed twill tee 
84,./fashion_captioning/images/119136.jpg,devoe hope tote 
85,./fashion_captioning/images/23282.jpg,lace chemise 
86,./fashion_captioning/images/20602.jpg,klein scale triangle bikini top 
87,./fashion_captioning/images/36437.jpg,satin prairie crop top 
88,./fashion_captioning/images/60042.jpg,takeover regular fit golf shorts 
89,./fashion_captioning/images/89350.jpg,attraction sneaker 
90,./fashion_captioning/images/15744.jpg,utility tee jacket 
91,./fashion_captioning/images/20628.jpg,curve celina high low satin cocktail dress 
92,./fashion_captioning/images/16053.jpg,wedgie ripped high waist ankle slim jeans 
93,./fashion_captioning/images/107727.jpg,city girl quarter zip pullover 
94,./fashion_captioning/images/41238.jpg,just for you blazer 
95,./fashion_captioning/images/116634.jpg,ella stripe straw tote 
96,./fashion_captioning/images/6849.jpg,luis tie neck blouse 
97,./fashion_captioning/images/134438.jpg,anouka espadrille wedge 
98,./fashion_captioning/images/84629.jpg,strand cap toe oxford 
99,./fashion_captioning/images/11536.jpg,high waist legging 
100,./fashion_captioning/images/115210.jpg,nessah leather crossbody bag 
101,./fashion_captioning/images/122452.jpg,garden sterling silver cuff bracelet 
102,./fashion_captioning/images/110175.jpg,stone bead bracelet 
103,./fashion_captioning/images/58744.jpg,cable denim jacket 
104,./fashion_captioning/images/26954.jpg,susanna mock neck sleeveless swing dress 
105,./fashion_captioning/images/25984.jpg,camilla embellished plunge evening dress 
106,./fashion_captioning/images/120480.jpg,one-piece of 2 pearl necklace 
107,./fashion_captioning/images/30456.jpg,retrospect embroidered mesh ruffle party dress 
108,./fashion_captioning/images/60005.jpg,sportswear reversible insulated bomber jacket 
109,./fashion_captioning/images/101458.jpg,his sleep tee 
110,./fashion_captioning/images/3203.jpg,piper crochet lace cocktail dress 
111,./fashion_captioning/images/67118.jpg,regular fit water repellent bomber jacket 
112,./fashion_captioning/images/109391.jpg,lilly high waist raw hem ankle straight leg jeans 
113,./fashion_captioning/images/104717.jpg,linnea floral ruffle pintuck cotton blouse 
114,./fashion_captioning/images/25757.jpg,tie dye colorblock sleeveless blouse 
115,./fashion_captioning/images/83251.jpg,alfred quilted wool blend bomber jacket 
116,./fashion_captioning/images/73801.jpg,off the shoulder floral appliqu point d esprit gown 
117,./fashion_captioning/images/133153.jpg,floral espadrille flat 
118,./fashion_captioning/images/128753.jpg,lamirra slip on platform sneaker 
119,./fashion_captioning/images/63474.jpg,vagn crewneck cotton sweatshirt 
120,./fashion_captioning/images/79701.jpg,menswear windowpane check top 
121,./fashion_captioning/images/102144.jpg,le beau distressed cuffed shorts 
122,./fashion_captioning/images/110185.jpg,mini skull ring 
123,./fashion_captioning/images/45906.jpg,whale beach musk pajamas 
124,./fashion_captioning/images/54846.jpg,smocked shoulder top 
125,./fashion_captioning/images/98642.jpg,tech smart regular fit walter plaid button down tee 
126,./fashion_captioning/images/67123.jpg,big yarn dye stripe rugby tee 
127,./fashion_captioning/images/13474.jpg,shirred banded hipster bikini bottom 
128,./fashion_captioning/images/116236.jpg,crystal minaudi re 
129,./fashion_captioning/images/59518.jpg,l homme slim fit jeans 
130,./fashion_captioning/images/132162.jpg,olivia embellished pump 
131,./fashion_captioning/images/113133.jpg,brompton loafer 
132,./fashion_captioning/images/34786.jpg,notch collar silk blouse 
133,./fashion_captioning/images/71697.jpg,slim fit abstract check button up tee 
134,./fashion_captioning/images/124031.jpg,hampton straw sun hat 
135,./fashion_captioning/images/130904.jpg,wylie slip on sneaker 
136,./fashion_captioning/images/83595.jpg,vitrus iii waterproof chukka boot 
137,./fashion_captioning/images/117996.jpg,medium canvas leather shopper 
138,./fashion_captioning/images/37908.jpg,veriba minidessin stretch wool pencil skirt 
139,./fashion_captioning/images/113453.jpg,madson waterproof boot 
140,./fashion_captioning/images/74834.jpg,juudy savanna midi dress 
141,./fashion_captioning/images/12974.jpg,ruched waist puff sleeve midi dress 
142,./fashion_captioning/images/22224.jpg,larnah floral front top 
143,./fashion_captioning/images/68570.jpg,kassio crewneck cashmere sweater 
144,./fashion_captioning/images/17810.jpg,paisley spice off the shoulder top 
145,./fashion_captioning/images/26252.jpg,corded lace tee 
146,./fashion_captioning/images/132651.jpg,lane sneaker 
147,./fashion_captioning/images/26324.jpg,cali stripe sweater 
148,./fashion_captioning/images/51825.jpg,sequin glitter long sleeve mermaid gown 
149,./fashion_captioning/images/45001.jpg,sleeveless metallic jumpsuit 
150,./fashion_captioning/images/67415.jpg,corduroy pants 
151,./fashion_captioning/images/76140.jpg,gg logo jacquard shift sweater dress 
152,./fashion_captioning/images/117183.jpg,small padlock signature leather shoulder bag 
153,./fashion_captioning/images/86141.jpg,hira double strap sandal 
154,./fashion_captioning/images/65457.jpg,bandito regular fit shorts sleeve tee 
155,./fashion_captioning/images/98636.jpg,phil mickelson dot shorts sleeve performance golf polo 
156,./fashion_captioning/images/129952.jpg,quavo 2 platform boot 
157,./fashion_captioning/images/87381.jpg,dora boot 
158,./fashion_captioning/images/75416.jpg,gold dot velvet a line dress 
159,./fashion_captioning/images/114462.jpg,un larvik chelsea boot 
160,./fashion_captioning/images/114286.jpg,toliver slip on 
161,./fashion_captioning/images/46306.jpg,ombr sweater 
162,./fashion_captioning/images/76706.jpg,b air high waist crop slim kick jeans 
163,./fashion_captioning/images/82062.jpg,reverberation plaid button up flannel tee 
164,./fashion_captioning/images/91746.jpg,auderly crewneck waffle sweater 
165,./fashion_captioning/images/89852.jpg,teagan cross strap platform sandal 
166,./fashion_captioning/images/14436.jpg,boxy shorts sleeve organic cotton sweater 
167,./fashion_captioning/images/115286.jpg,small le pliage tote 
168,./fashion_captioning/images/38245.jpg,organic cotton box top 
169,./fashion_captioning/images/19185.jpg,shaw curvy fit boyfriend jeans 
170,./fashion_captioning/images/102487.jpg,leopard print ringer t tee 
171,./fashion_captioning/images/100720.jpg,travis mathew backup plan regular fit polo 
172,./fashion_captioning/images/102333.jpg,tulia ruffle sleeve blouse 
173,./fashion_captioning/images/13359.jpg,larissa off the shoulder two one-piece cotton dress 
174,./fashion_captioning/images/82429.jpg,slim fit cotton crewneck sweater 
175,./fashion_captioning/images/98312.jpg,bolero cardigan 
176,./fashion_captioning/images/98397.jpg,joaquin sock 
177,./fashion_captioning/images/105982.jpg,marlina tape yarn pullover 
178,./fashion_captioning/images/114471.jpg,amelio venetian loafer 
179,./fashion_captioning/images/100242.jpg,white heart wool v neck sweater 
180,./fashion_captioning/images/51026.jpg,lidia crop jumpsuit 
181,./fashion_captioning/images/66100.jpg,larkee relaxed fit jeans 
182,./fashion_captioning/images/128334.jpg,yova ankle strap sandal 
183,./fashion_captioning/images/627.jpg,bonfire hooded pullover 
184,./fashion_captioning/images/78678.jpg,rose chain fit flare dress 
185,./fashion_captioning/images/6033.jpg,emerson high waist ripped boyfriend jeans 
186,./fashion_captioning/images/67114.jpg,slim fit plaid wool cotton sport coat 
187,./fashion_captioning/images/121450.jpg,dimple diamond ring 
188,./fashion_captioning/images/17327.jpg,tie front sweater 
189,./fashion_captioning/images/57020.jpg,colton regular fit denim tee 
190,./fashion_captioning/images/45447.jpg,ribbed side slit knit skirt 
191,./fashion_captioning/images/52888.jpg,gabriella key print silk tank 
192,./fashion_captioning/images/57516.jpg,classic fit stretch check wool sport coat 
193,./fashion_captioning/images/53748.jpg,flattering legging 
194,./fashion_captioning/images/54350.jpg,floral embroidered midi dress 
195,./fashion_captioning/images/11589.jpg,hadley neoprene moto jacket 
196,./fashion_captioning/images/12233.jpg,strappy back fitted jersey evening dress 
197,./fashion_captioning/images/115810.jpg,vegan leather crossbody bag 
198,./fashion_captioning/images/41472.jpg,rozi zip hood 
199,./fashion_captioning/images/32307.jpg,emma flare leg m lange jersey pants 
200,./fashion_captioning/images/110765.jpg,spectrum feather thongs tie 
201,./fashion_captioning/images/69539.jpg,dri fit long sleeve thermal t tee 
202,./fashion_captioning/images/58323.jpg,top sider regatta assorted 3 pack liner sock 
203,./fashion_captioning/images/80931.jpg,maise ruffle high low dress 
204,./fashion_captioning/images/57184.jpg,guru athletic shorts 
205,./fashion_captioning/images/128864.jpg,caliente boot 
206,./fashion_captioning/images/56041.jpg,3 pack boxer brief 
207,./fashion_captioning/images/76453.jpg,tulle hem fit flare minidress 
208,./fashion_captioning/images/82548.jpg,perth quarter zip performance pullover 
209,./fashion_captioning/images/27469.jpg,roll hem denim mom shorts 
210,./fashion_captioning/images/65438.jpg,regular fit plaid dress tee 
211,./fashion_captioning/images/26284.jpg,ami high waist release hem stretch ankle jeans jeans 
212,./fashion_captioning/images/111368.jpg,new york yankee pendant necklace 
213,./fashion_captioning/images/12787.jpg,lauren tee 
214,./fashion_captioning/images/133929.jpg,poise orla over the knee boot 
215,./fashion_captioning/images/82742.jpg,slim fit flannel button up tee 
216,./fashion_captioning/images/73941.jpg,paisley play long sleeve high low chiffon wrap dress 
217,./fashion_captioning/images/116269.jpg,brune leather shoulder bag 
218,./fashion_captioning/images/131101.jpg,charlene ankle strap sandal 
219,./fashion_captioning/images/122295.jpg,holding pattern necklace 
220,./fashion_captioning/images/7006.jpg,zebra crossing cardigan 
221,./fashion_captioning/images/98631.jpg,feel good sweatshirt 
222,./fashion_captioning/images/63793.jpg,lamb graphic t tee 
223,./fashion_captioning/images/133142.jpg,rockstud espadrille sandal 
224,./fashion_captioning/images/110084.jpg,50mm square sunglass 
225,./fashion_captioning/images/34907.jpg,marla ripped cutoff denim shorts 
226,./fashion_captioning/images/61738.jpg,stretch all wear hybrid shorts 
227,./fashion_captioning/images/98479.jpg,papertouch classic fit bomber jacket 
228,./fashion_captioning/images/707.jpg,skate night off the shoulder top 
229,./fashion_captioning/images/68053.jpg,porter field jacket 
230,./fashion_captioning/images/41200.jpg,allure colorblock slipdress 
231,./fashion_captioning/images/60926.jpg,tokyo slim fit pants 
232,./fashion_captioning/images/85937.jpg,air force 1 shadow se sneaker 
233,./fashion_captioning/images/21005.jpg,wrap style linen blend top 
234,./fashion_captioning/images/90873.jpg,badgley mischka clara embellished sandal 
235,./fashion_captioning/images/116780.jpg,metallic leopard print leather pouch 
236,./fashion_captioning/images/24164.jpg,army high waist cargo skirt 
237,./fashion_captioning/images/36063.jpg,lee floral puff sleeve dress 
238,./fashion_captioning/images/20988.jpg,elastic logo minidress 
239,./fashion_captioning/images/10412.jpg,belted vest 
240,./fashion_captioning/images/5770.jpg,high waist tailored leather pencil skirt 
241,./fashion_captioning/images/29572.jpg,ania floral jacquard sundress 
242,./fashion_captioning/images/97846.jpg,rose print sleeveless poplin top 
243,./fashion_captioning/images/9680.jpg,floral ruffle crop tank top 
244,./fashion_captioning/images/45213.jpg,dre slim boyfriend jeans 
245,./fashion_captioning/images/115539.jpg,metro organizer 
246,./fashion_captioning/images/66880.jpg,on point slim fit shorts sleeve button up tee 
247,./fashion_captioning/images/25542.jpg,aaa lean line cashmere sweater 
248,./fashion_captioning/images/106189.jpg,tropicalia embroidered cotton graphic tee 
249,./fashion_captioning/images/90904.jpg,ygot wedge boot 
250,./fashion_captioning/images/86289.jpg,carleta plush cuff boot 
251,./fashion_captioning/images/9493.jpg,swirl print sundress 
252,./fashion_captioning/images/46617.jpg,corinna floral print knot bandeau bikini top 
253,./fashion_captioning/images/131693.jpg,x junk gypsy spitfire fringe boot 
254,./fashion_captioning/images/12815.jpg,joggers pants 
255,./fashion_captioning/images/26152.jpg,v neck slub jersey tee 
256,./fashion_captioning/images/41731.jpg,floral print sweater tank 
257,./fashion_captioning/images/7331.jpg,kensie double breasted blazer 
258,./fashion_captioning/images/119163.jpg,m bicolor leather shoulder bag 
259,./fashion_captioning/images/89216.jpg,liberty platform sandal 
260,./fashion_captioning/images/103808.jpg,true harmony graphic hood 
261,./fashion_captioning/images/9543.jpg,freedom love ringer tee 
262,./fashion_captioning/images/87608.jpg,viola crystal embellished ankle strap sandal 
263,./fashion_captioning/images/50674.jpg,hooded cable knit sweater 
264,./fashion_captioning/images/131609.jpg,leeba sandal 
265,./fashion_captioning/images/83816.jpg,original insulated commando boot 
266,./fashion_captioning/images/118253.jpg,mini le second leather crossbody bag 
267,./fashion_captioning/images/86278.jpg,sublime wedge sandal 
268,./fashion_captioning/images/61021.jpg,lou slim fit jeans 
269,./fashion_captioning/images/72902.jpg,doubledown henley 
270,./fashion_captioning/images/108797.jpg,volobus colorblock pencil skirt 
271,./fashion_captioning/images/26185.jpg,two cool bandeau one one-piece swimsuit 
272,./fashion_captioning/images/115458.jpg,elegant leather bag 
273,./fashion_captioning/images/109289.jpg,rayone stripe long sleeve shirtdress 
274,./fashion_captioning/images/45194.jpg,origami cocktail dress 
275,./fashion_captioning/images/52968.jpg,rib long sleeve body con dress 
276,./fashion_captioning/images/118828.jpg,10 tote 
277,./fashion_captioning/images/43859.jpg,slouchy ribbed sock 
278,./fashion_captioning/images/25422.jpg,quarterdeck fit flare dress 
279,./fashion_captioning/images/72817.jpg,regular fit long sleeve button up tee 
280,./fashion_captioning/images/74330.jpg,x hi sugarplum holiday lumiere ballet top 
281,./fashion_captioning/images/71186.jpg,antonio henley pullover 
282,./fashion_captioning/images/85693.jpg,kinetic insulated waterproof shorts boot 
283,./fashion_captioning/images/60342.jpg,penny collar slim fit tie bar sport tee 
284,./fashion_captioning/images/13226.jpg,sun bleached denim jacket 
285,./fashion_captioning/images/52552.jpg,one shoulder body con dress 
286,./fashion_captioning/images/134535.jpg,somers knit sneaker 
287,./fashion_captioning/images/131718.jpg,rockoko logo sock lace up combat boot 
288,./fashion_captioning/images/218.jpg,thongs back top 
289,./fashion_captioning/images/90137.jpg,nell slip on sneaker 
290,./fashion_captioning/images/77001.jpg,soar up fleece zip hood 
291,./fashion_captioning/images/24417.jpg,donna print ponte knit jeans pants 
292,./fashion_captioning/images/3906.jpg,drop waist jersey dress 
293,./fashion_captioning/images/39222.jpg,uplift denim legging 
294,./fashion_captioning/images/12980.jpg,pintuck lace chiffon evening gown 
295,./fashion_captioning/images/91866.jpg,sportstyle slim fit knit joggers pants 
296,./fashion_captioning/images/115278.jpg,monogram logo leather flap wallet 
297,./fashion_captioning/images/53224.jpg,melrose ave tee 
298,./fashion_captioning/images/58043.jpg,regular fit button up tee 
299,./fashion_captioning/images/51633.jpg,quilted hooded jacket 
300,./fashion_captioning/images/72375.jpg,check sport tee 
301,./fashion_captioning/images/93183.jpg,shawl collar robe 
302,./fashion_captioning/images/129269.jpg,melina block heel sandal 
303,./fashion_captioning/images/96067.jpg,tie sleeve lace sheath dress 
304,./fashion_captioning/images/51186.jpg,floral lounge joggers pants 
305,./fashion_captioning/images/87786.jpg,abbott perforated sandal 
306,./fashion_captioning/images/73136.jpg,cotton blend joggers pants 
307,./fashion_captioning/images/31513.jpg,inside out stretch wool crop pants 
308,./fashion_captioning/images/8862.jpg,andren contrast outline button up blouse 
309,./fashion_captioning/images/130446.jpg,schooner duck boot 
310,./fashion_captioning/images/66212.jpg,vendor graphic t tee 
311,./fashion_captioning/images/53078.jpg,10 inch high waist jeans jeans button through edition 
312,./fashion_captioning/images/36553.jpg,oversize quilted patchwork jacket 
313,./fashion_captioning/images/23645.jpg,ruffle triangle bib blouse 
314,./fashion_captioning/images/8162.jpg,hood 
315,./fashion_captioning/images/134445.jpg,phaolae amphibiox waterproof tall boot 
316,./fashion_captioning/images/105487.jpg,idol embellished floral long sleeve midi dress 
317,./fashion_captioning/images/90345.jpg,paula boot 
318,./fashion_captioning/images/121294.jpg,2 pack heartbeat a one earring one-piece 
319,./fashion_captioning/images/108621.jpg,true body lace racerback bra 
320,./fashion_captioning/images/119863.jpg,14k gold link stacking ring 
321,./fashion_captioning/images/68714.jpg,camo blue regular fit zip jacket 
322,./fashion_captioning/images/132889.jpg,alicia knotted wedge slide sandal 
323,./fashion_captioning/images/113217.jpg,essential detail waterproof cap toe derby 
324,./fashion_captioning/images/26888.jpg,space dye crop tank 
325,./fashion_captioning/images/100442.jpg,slim fit selvedge jeans 
326,./fashion_captioning/images/51231.jpg,india one shoulder high low satin gown 
327,./fashion_captioning/images/18566.jpg,fleece sweatpants 
328,./fashion_captioning/images/130658.jpg,thongs 2 slide sandal 
329,./fashion_captioning/images/2431.jpg,d grad floral mesh midi dress 
330,./fashion_captioning/images/134578.jpg,stassia wraparound wedge sandal 
331,./fashion_captioning/images/69782.jpg,western snap front tee 
332,./fashion_captioning/images/26498.jpg,loveapella maxi slipdress 
333,./fashion_captioning/images/67786.jpg,bedford convertible 3 in 1 parka 
334,./fashion_captioning/images/91301.jpg,leslieon square toe platform boot 
335,./fashion_captioning/images/122965.jpg,convertible hook hoop moonstone earring 
336,./fashion_captioning/images/93872.jpg,rebel tiger graphic tee 
337,./fashion_captioning/images/64059.jpg,johnny slim fit twill chinos pants 
338,./fashion_captioning/images/76105.jpg,aerrin fern forest long sleeve dress 
339,./fashion_captioning/images/121544.jpg,crystal burst hoop earring 
340,./fashion_captioning/images/98969.jpg,rufus slim fit polo sweater 
341,./fashion_captioning/images/38537.jpg,x atlantic pacific thongs shoulder fringe fil coup top 
342,./fashion_captioning/images/67562.jpg,x gyakusou dri fit gira performance running t tee 
343,./fashion_captioning/images/75653.jpg,embellished side ruched gown 
344,./fashion_captioning/images/62700.jpg,doodle toss 7 inch swim trunk 
345,./fashion_captioning/images/19951.jpg,garment dyed hood 
346,./fashion_captioning/images/121339.jpg,multi crystal circle drop earring 
347,./fashion_captioning/images/91379.jpg,anastasia flat 
348,./fashion_captioning/images/38970.jpg,gg cherry cotton wool fil coup blazer 
349,./fashion_captioning/images/58392.jpg,baxter slim fit floral print linen blend shorts 
350,./fashion_captioning/images/8493.jpg,sophie upf 50 shift dress 
351,./fashion_captioning/images/69000.jpg,diamond wool crewneck sweater 
352,./fashion_captioning/images/27212.jpg,alana high waist crop scuba knit jeans jeans 
353,./fashion_captioning/images/76876.jpg,sleeveless nylon cotton swing dress 
354,./fashion_captioning/images/117848.jpg,monogram embossed leather crossbody wallet 
355,./fashion_captioning/images/43930.jpg,distressed camo denim parka with genuine fox fur trim 
356,./fashion_captioning/images/121423.jpg,double pearl dangle y necklace 
357,./fashion_captioning/images/92051.jpg,type a version 7 recycled cotton t tee 
358,./fashion_captioning/images/104781.jpg,le jeans de jeanne ankle slit hem jeans 
359,./fashion_captioning/images/66801.jpg,piquet long sleeve polo 
360,./fashion_captioning/images/53300.jpg,faux shearling trim denim jacket 
361,./fashion_captioning/images/61903.jpg,soft collection contemporary fit solid cotton silk tee 
362,./fashion_captioning/images/106118.jpg,poison talk dirty to me graphic fleece sweatshirt 
363,./fashion_captioning/images/124284.jpg,lightweight cashmere scarf 
364,./fashion_captioning/images/59058.jpg,the miramar linen blend varsity jacket 
365,./fashion_captioning/images/102100.jpg,laura floral print faux wrap midi dress 
366,./fashion_captioning/images/36668.jpg,tweed shirtdress 
367,./fashion_captioning/images/65286.jpg,kennedy trim fit windowpane tee 
368,./fashion_captioning/images/61529.jpg,living lounge pants 
369,./fashion_captioning/images/68952.jpg,pigment dyed linen t tee 
370,./fashion_captioning/images/23542.jpg,silk organic cotton jewel neck top 
371,./fashion_captioning/images/94132.jpg,flora shorts 
372,./fashion_captioning/images/86510.jpg,gyna sneaker 
373,./fashion_captioning/images/38502.jpg,bella down cropped full zip jacket 
374,./fashion_captioning/images/45261.jpg,contrast cape liquid satin top 
375,./fashion_captioning/images/99888.jpg,reverse weave script logo graphic hood 
376,./fashion_captioning/images/3187.jpg,tie back stretch tencel lyocell top 
377,./fashion_captioning/images/75718.jpg,shimmer stripe oversize pajamas tee 
378,./fashion_captioning/images/66544.jpg,chitch washed out jeans fit jeans 
379,./fashion_captioning/images/49162.jpg,baby s breath print midi dress 
380,./fashion_captioning/images/87730.jpg,mirror pointy toe mule 
381,./fashion_captioning/images/80063.jpg,scuba crepe fit flare minidress 
382,./fashion_captioning/images/19460.jpg,floral print silk blend sheath dress 
383,./fashion_captioning/images/51818.jpg,lleida metallic stripe silk tee 
384,./fashion_captioning/images/54469.jpg,gabriella cotton blend turtleneck top 
385,./fashion_captioning/images/88571.jpg,want sandal 
386,./fashion_captioning/images/7432.jpg,niki stretch sheath dress 
387,./fashion_captioning/images/76422.jpg,ollie hooded puffer jacket 
388,./fashion_captioning/images/79586.jpg,happily ever after charmeuse shorts robe 
389,./fashion_captioning/images/96503.jpg,terencia paris lover graphic cotton tee 
390,./fashion_captioning/images/118378.jpg,studded satin clutch 
391,./fashion_captioning/images/41929.jpg,faux shearling trim velour caftan 
392,./fashion_captioning/images/120153.jpg,chained diamond post earring 
393,./fashion_captioning/images/113684.jpg,morl derby 
394,./fashion_captioning/images/92359.jpg,sprout stripe t tee 
395,./fashion_captioning/images/47411.jpg,floral jacquard wide leg pants 
396,./fashion_captioning/images/127743.jpg,barra wedge sandal 
397,./fashion_captioning/images/28185.jpg,cutoff bermuda shorts 
398,./fashion_captioning/images/128020.jpg,frijana slide sandal 
399,./fashion_captioning/images/53250.jpg,gisele stretch jersey sleep tee 
400,./fashion_captioning/images/120975.jpg,adina s jewel pav chain link bracelet 
401,./fashion_captioning/images/23095.jpg,intimately fp adella frilled chemise 
402,./fashion_captioning/images/90690.jpg,khalon sandal 
403,./fashion_captioning/images/14054.jpg,soleil slip gown 
404,./fashion_captioning/images/46520.jpg,paperbag waist corduroy trousers 
405,./fashion_captioning/images/126653.jpg,traci 57mm square sunglass 
406,./fashion_captioning/images/34886.jpg,stripe boxy shorts sleeve sweater 
407,./fashion_captioning/images/82042.jpg,jeans tux jacket 
408,./fashion_captioning/images/134133.jpg,libora slip on flat 
409,./fashion_captioning/images/987.jpg,oakley tie dye hood 
410,./fashion_captioning/images/52455.jpg,gg rhombus ramage print silk twill tee 
411,./fashion_captioning/images/35714.jpg,chelsea 28 sleeveless allover lace sheath dress 
412,./fashion_captioning/images/33742.jpg,stripe slub high low tee 
413,./fashion_captioning/images/48097.jpg,under palm reversible hawaii lo bikini bottom 
414,./fashion_captioning/images/119945.jpg,running g semiprecious stone pendant necklace 
415,./fashion_captioning/images/100359.jpg,sebonack quarter zip wool cashmere sweater 
416,./fashion_captioning/images/61160.jpg,gooslin slim fit print tee 
417,./fashion_captioning/images/20096.jpg,amari smocked tiered ruffle skirt 
418,./fashion_captioning/images/36242.jpg,faux fur leopard coat 
419,./fashion_captioning/images/131552.jpg,donna sneaker 
